Grid Size,Max Colors,Actual colors,Total User Moves count,Total deterministic score,Total Avalanche count,Total non-deterministic score,Total score,Selected Move,Move Score,Avalanche per selected move,Total Moves Available per Game Setting,Experiment Repeat
"(10, 10)",8,8,1292,3968,315,1098,5066,"[(3, 0), (4, 0)]",3,0,50,100
"(10, 10)",8,8,1293,3971,316,1101,5072,"[(6, 3), (6, 4)]",6,1,50,100
"(10, 10)",8,8,1294,3974,316,1101,5075,"[(1, 1), (1, 2)]",3,0,50,100
"(10, 10)",8,8,1295,3977,316,1101,5078,"[(7, 4), (8, 4)]",3,0,50,100
"(10, 10)",8,8,1296,3980,316,1101,5081,"[(0, 6), (0, 7)]",3,0,50,100
"(10, 10)",8,8,1297,3983,316,1101,5084,"[(0, 2), (1, 2)]",3,0,50,100
"(10, 10)",8,8,1298,3986,316,1101,5087,"[(0, 5), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1299,3989,316,1101,5090,"[(7, 1), (8, 1)]",3,0,50,100
"(10, 10)",8,8,1300,3992,316,1101,5093,"[(5, 3), (6, 3)]",3,0,50,100
"(10, 10)",8,8,1301,3995,316,1101,5096,"[(2, 8), (2, 9)]",3,0,50,100
"(10, 10)",8,8,1302,3998,317,1107,5105,"[(7, 0), (7, 1)]",9,1,50,100
"(10, 10)",8,8,1303,4001,317,1107,5108,"[(3, 6), (3, 7)]",3,0,50,100
"(10, 10)",8,8,1304,4004,317,1107,5111,"[(3, 1), (3, 2)]",3,0,50,100
"(10, 10)",8,8,1305,4007,317,1107,5114,"[(5, 2), (5, 3)]",3,0,50,100
"(10, 10)",8,8,1306,4010,317,1107,5117,"[(9, 0), (9, 1)]",3,0,50,100
"(10, 10)",8,8,1307,4013,317,1107,5120,"[(1, 2), (2, 2)]",3,0,50,100
"(10, 10)",8,8,1308,4016,320,1116,5132,"[(7, 1), (7, 2)]",12,3,50,100
"(10, 10)",8,8,1309,4019,320,1116,5135,"[(2, 0), (3, 0)]",3,0,50,100
"(10, 10)",8,8,1310,4022,320,1116,5138,"[(3, 7), (4, 7)]",3,0,50,100
"(10, 10)",8,8,1311,4025,320,1116,5141,"[(6, 0), (6, 1)]",3,0,50,100
"(10, 10)",8,8,1312,4028,320,1116,5144,"[(4, 4), (4, 5)]",3,0,50,100
"(10, 10)",8,8,1313,4031,320,1116,5147,"[(0, 5), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1314,4034,320,1116,5150,"[(4, 5), (4, 6)]",3,0,50,100
"(10, 10)",8,8,1315,4037,320,1116,5153,"[(7, 2), (8, 2)]",3,0,50,100
"(10, 10)",8,8,1316,4040,320,1116,5156,"[(7, 0), (7, 1)]",3,0,50,100
"(10, 10)",8,8,1317,4043,321,1119,5162,"[(6, 1), (6, 2)]",6,1,50,100
"(10, 10)",8,8,1318,4046,321,1119,5165,"[(0, 6), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1319,4049,321,1119,5168,"[(2, 8), (2, 9)]",3,0,50,100
"(10, 10)",8,8,1320,4052,321,1119,5171,"[(8, 2), (8, 3)]",3,0,50,100
"(10, 10)",8,8,1321,4058,322,1125,5183,"[(2, 5), (2, 6)]",12,1,50,100
"(10, 10)",8,8,1322,4061,322,1125,5186,"[(0, 4), (1, 4)]",3,0,50,100
"(10, 10)",8,8,1323,4064,322,1125,5189,"[(1, 4), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1324,4067,322,1125,5192,"[(3, 2), (4, 2)]",3,0,50,100
"(10, 10)",8,8,1325,4070,322,1125,5195,"[(5, 4), (5, 5)]",3,0,50,100
"(10, 10)",8,8,1326,4073,323,1128,5201,"[(3, 2), (4, 2)]",6,1,50,100
"(10, 10)",8,8,1327,4076,323,1128,5204,"[(4, 1), (4, 2)]",3,0,50,100
"(10, 10)",8,8,1328,4079,323,1128,5207,"[(0, 6), (0, 7)]",3,0,50,100
"(10, 10)",8,8,1329,4082,323,1128,5210,"[(5, 5), (5, 6)]",3,0,50,100
"(10, 10)",8,8,1330,4085,323,1128,5213,"[(1, 2), (1, 3)]",3,0,50,100
"(10, 10)",8,8,1331,4088,323,1128,5216,"[(1, 3), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1332,4091,323,1128,5219,"[(0, 5), (0, 6)]",3,0,50,100
"(10, 10)",8,8,1333,4094,323,1128,5222,"[(0, 4), (1, 4)]",3,0,50,100
"(10, 10)",8,8,1334,4097,323,1128,5225,"[(3, 0), (3, 1)]",3,0,50,100
"(10, 10)",8,8,1335,4100,323,1128,5228,"[(4, 3), (4, 4)]",3,0,50,100
"(10, 10)",8,8,1336,4103,323,1128,5231,"[(1, 3), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1337,4106,323,1128,5234,"[(5, 1), (5, 2)]",3,0,50,100
"(10, 10)",8,8,1338,4109,323,1128,5237,"[(0, 4), (0, 5)]",3,0,50,100
"(10, 10)",8,8,1339,4112,323,1128,5240,"[(5, 1), (6, 1)]",3,0,50,100
"(10, 10)",8,8,1340,4115,323,1128,5243,"[(0, 3), (1, 3)]",3,0,50,100
"(10, 10)",8,8,1341,4118,323,1128,5246,"[(4, 2), (5, 2)]",3,0,50,100
"(10, 10)",8,8,1342,4121,323,1128,5249,"[(0, 4), (0, 5)]",3,0,50,100
"(10, 10)",8,8,1343,4124,323,1128,5252,"[(0, 7), (1, 7)]",3,0,50,100
"(10, 10)",8,8,1344,4127,324,1131,5258,"[(7, 3), (7, 4)]",6,1,50,100
"(10, 10)",8,8,1345,4130,324,1131,5261,"[(7, 5), (8, 5)]",3,0,50,100
"(10, 10)",8,8,1346,4133,324,1131,5264,"[(7, 2), (7, 3)]",3,0,50,100
"(10, 10)",8,8,1347,4136,325,1134,5270,"[(5, 1), (6, 1)]",6,1,50,100
"(10, 10)",8,8,1348,4139,326,1140,5279,"[(7, 3), (8, 3)]",9,1,50,100
"(10, 10)",8,8,1349,4142,326,1140,5282,"[(1, 3), (1, 4)]",3,0,50,100
"(10, 10)",8,8,1350,4145,326,1140,5285,"[(7, 5), (8, 5)]",3,0,50,100
"(10, 10)",8,8,1351,4148,327,1143,5291,"[(3, 9), (4, 9)]",6,1,50,100
"(10, 10)",8,8,1352,4151,327,1143,5294,"[(0, 8), (0, 9)]",3,0,50,100
"(10, 10)",8,8,1353,4154,327,1143,5297,"[(0, 6), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1354,4157,328,1146,5303,"[(6, 4), (7, 4)]",6,1,50,100
"(10, 10)",8,8,1355,4160,328,1146,5306,"[(2, 1), (2, 2)]",3,0,50,100
"(10, 10)",8,8,1356,4163,329,1150,5313,"[(7, 2), (8, 2)]",7,1,50,100
"(10, 10)",8,8,1357,4166,329,1150,5316,"[(3, 4), (4, 4)]",3,0,50,100
"(10, 10)",8,8,1358,4169,329,1150,5319,"[(0, 3), (1, 3)]",3,0,50,100
"(10, 10)",8,8,1359,4172,329,1150,5322,"[(7, 3), (8, 3)]",3,0,50,100
"(10, 10)",8,8,1360,4175,329,1150,5325,"[(6, 7), (7, 7)]",3,0,50,100
"(10, 10)",8,8,1361,4178,329,1150,5328,"[(8, 2), (8, 3)]",3,0,50,100
"(10, 10)",8,8,1362,4181,330,1153,5334,"[(7, 2), (8, 2)]",6,1,50,100
"(10, 10)",8,8,1363,4186,330,1153,5339,"[(5, 5), (5, 6)]",5,0,50,100
"(10, 10)",8,8,1364,4189,331,1156,5345,"[(6, 7), (7, 7)]",6,1,50,100
"(10, 10)",8,8,1365,4192,331,1156,5348,"[(1, 6), (2, 6)]",3,0,50,100
"(10, 10)",8,8,1366,4195,331,1156,5351,"[(0, 8), (1, 8)]",3,0,50,100
"(10, 10)",8,8,1367,4198,331,1156,5354,"[(1, 3), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1368,4201,331,1156,5357,"[(2, 1), (2, 2)]",3,0,50,100
"(10, 10)",8,8,1369,4204,332,1162,5366,"[(1, 4), (2, 4)]",9,1,50,100
"(10, 10)",8,8,1370,4207,332,1162,5369,"[(0, 5), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1371,4210,332,1162,5372,"[(3, 7), (4, 7)]",3,0,50,100
"(10, 10)",8,8,1372,4213,332,1162,5375,"[(8, 7), (8, 8)]",3,0,50,100
"(10, 10)",8,8,1373,4216,332,1162,5378,"[(1, 6), (2, 6)]",3,0,50,100
"(10, 10)",8,8,1374,4219,333,1165,5384,"[(4, 0), (5, 0)]",6,1,50,100
"(10, 10)",8,8,1375,4222,333,1165,5387,"[(0, 4), (1, 4)]",3,0,50,100
"(10, 10)",8,8,1376,4225,333,1165,5390,"[(4, 5), (4, 6)]",3,0,50,100
"(10, 10)",8,8,1377,4229,333,1165,5394,"[(1, 4), (1, 5)]",4,0,50,100
"(10, 10)",8,8,1378,4235,333,1165,5400,"[(6, 9), (7, 9)]",6,0,50,100
"(10, 10)",8,8,1379,4238,333,1165,5403,"[(3, 6), (4, 6)]",3,0,50,100
"(10, 10)",8,8,1380,4241,333,1165,5406,"[(8, 7), (8, 8)]",3,0,50,100
"(10, 10)",8,8,1381,4244,333,1165,5409,"[(5, 6), (6, 6)]",3,0,50,100
"(10, 10)",8,8,1382,4247,334,1168,5415,"[(0, 7), (1, 7)]",6,1,50,100
"(10, 10)",8,8,1383,4250,334,1168,5418,"[(2, 4), (3, 4)]",3,0,50,100
"(10, 10)",8,8,1384,4253,334,1168,5421,"[(0, 4), (1, 4)]",3,0,50,100
"(10, 10)",8,8,1385,4256,335,1171,5427,"[(8, 6), (9, 6)]",6,1,50,100
"(10, 10)",8,8,1386,4259,335,1171,5430,"[(1, 5), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1387,4262,335,1171,5433,"[(0, 2), (0, 3)]",3,0,50,100
"(10, 10)",8,8,1388,4265,335,1171,5436,"[(4, 8), (4, 9)]",3,0,50,100
"(10, 10)",8,8,1389,4268,335,1171,5439,"[(1, 4), (2, 4)]",3,0,50,100
"(10, 10)",8,8,1390,4271,335,1171,5442,"[(7, 8), (7, 9)]",3,0,50,100
"(10, 10)",8,8,1391,4274,335,1171,5445,"[(1, 4), (2, 4)]",3,0,50,100
"(10, 10)",8,8,1392,4277,335,1171,5448,"[(3, 4), (4, 4)]",3,0,50,100
"(10, 10)",8,8,1393,4280,335,1171,5451,"[(3, 9), (4, 9)]",3,0,50,100
"(10, 10)",8,8,1394,4283,335,1171,5454,"[(2, 5), (3, 5)]",3,0,50,100
"(10, 10)",8,8,1395,4289,335,1171,5460,"[(0, 7), (1, 7)]",6,0,50,100
"(10, 10)",8,8,1396,4292,337,1177,5469,"[(5, 8), (5, 9)]",9,2,50,100
"(10, 10)",8,8,1397,4295,337,1177,5472,"[(1, 3), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1398,4298,337,1177,5475,"[(2, 3), (2, 4)]",3,0,50,100
"(10, 10)",8,8,1399,4301,337,1177,5478,"[(5, 7), (6, 7)]",3,0,50,100
"(10, 10)",8,8,1400,4304,337,1177,5481,"[(5, 6), (5, 7)]",3,0,50,100
"(10, 10)",8,8,1401,4307,339,1183,5490,"[(7, 4), (7, 5)]",9,2,50,100
"(10, 10)",8,8,1402,4310,339,1183,5493,"[(1, 8), (2, 8)]",3,0,50,100
"(10, 10)",8,8,1403,4313,339,1183,5496,"[(4, 1), (5, 1)]",3,0,50,100
"(10, 10)",8,8,1404,4316,340,1186,5502,"[(3, 3), (3, 4)]",6,1,50,100
"(10, 10)",8,8,1405,4322,341,1189,5511,"[(7, 5), (8, 5)]",9,1,50,100
"(10, 10)",8,8,1406,4325,341,1189,5514,"[(2, 3), (3, 3)]",3,0,50,100
"(10, 10)",8,8,1407,4328,342,1192,5520,"[(5, 7), (6, 7)]",6,1,50,100
"(10, 10)",8,8,1408,4331,342,1192,5523,"[(6, 2), (6, 3)]",3,0,50,100
"(10, 10)",8,8,1409,4334,343,1195,5529,"[(5, 6), (6, 6)]",6,1,50,100
"(10, 10)",8,8,1410,4337,343,1195,5532,"[(1, 6), (1, 7)]",3,0,50,100
"(10, 10)",8,8,1411,4340,343,1195,5535,"[(0, 2), (0, 3)]",3,0,50,100
"(10, 10)",8,8,1412,4343,343,1195,5538,"[(5, 5), (6, 5)]",3,0,50,100
"(10, 10)",8,8,1413,4346,344,1198,5544,"[(0, 0), (0, 1)]",6,1,50,100
"(10, 10)",8,8,1414,4349,344,1198,5547,"[(3, 5), (4, 5)]",3,0,50,100
"(10, 10)",8,8,1415,4352,344,1198,5550,"[(4, 5), (5, 5)]",3,0,50,100
"(10, 10)",8,8,1416,4355,344,1198,5553,"[(6, 3), (7, 3)]",3,0,50,100
"(10, 10)",8,8,1417,4358,344,1198,5556,"[(2, 3), (3, 3)]",3,0,50,100
"(10, 10)",8,8,1418,4361,344,1198,5559,"[(3, 1), (4, 1)]",3,0,50,100
"(10, 10)",8,8,1419,4365,344,1198,5563,"[(5, 0), (5, 1)]",4,0,50,100
"(10, 10)",8,8,1420,4368,344,1198,5566,"[(3, 2), (4, 2)]",3,0,50,100
"(10, 10)",8,8,1421,4371,344,1198,5569,"[(1, 1), (1, 2)]",3,0,50,100
"(10, 10)",8,8,1422,4374,344,1198,5572,"[(1, 1), (1, 2)]",3,0,50,100
"(10, 10)",8,8,1423,4377,344,1198,5575,"[(4, 4), (4, 5)]",3,0,50,100
"(10, 10)",8,8,1424,4380,344,1198,5578,"[(2, 4), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1425,4383,344,1198,5581,"[(0, 5), (0, 6)]",3,0,50,100
"(10, 10)",8,8,1426,4386,344,1198,5584,"[(1, 5), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1427,4389,345,1202,5591,"[(1, 6), (2, 6)]",7,1,50,100
"(10, 10)",8,8,1428,4392,345,1202,5594,"[(2, 5), (2, 6)]",3,0,50,100
"(10, 10)",8,8,1429,4395,345,1202,5597,"[(1, 1), (1, 2)]",3,0,50,100
"(10, 10)",8,8,1430,4398,345,1202,5600,"[(1, 1), (2, 1)]",3,0,50,100
"(10, 10)",8,8,1431,4401,345,1202,5603,"[(2, 6), (3, 6)]",3,0,50,100
"(10, 10)",8,8,1432,4404,346,1205,5609,"[(2, 0), (2, 1)]",6,1,50,100
"(10, 10)",8,8,1433,4407,346,1205,5612,"[(3, 3), (4, 3)]",3,0,50,100
"(10, 10)",8,8,1434,4410,346,1205,5615,"[(2, 0), (3, 0)]",3,0,50,100
"(10, 10)",8,8,1435,4413,346,1205,5618,"[(7, 1), (7, 2)]",3,0,50,100
"(10, 10)",8,8,1436,4416,346,1205,5621,"[(6, 6), (6, 7)]",3,0,50,100
"(10, 10)",8,8,1437,4419,346,1205,5624,"[(3, 0), (4, 0)]",3,0,50,100
"(10, 10)",8,8,1438,4422,346,1205,5627,"[(8, 4), (9, 4)]",3,0,50,100
"(10, 10)",8,8,1439,4425,346,1205,5630,"[(3, 2), (4, 2)]",3,0,50,100
"(10, 10)",8,8,1440,4428,346,1205,5633,"[(1, 4), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1441,4431,346,1205,5636,"[(5, 1), (5, 2)]",3,0,50,100
"(10, 10)",8,8,1442,4434,346,1205,5639,"[(3, 5), (4, 5)]",3,0,50,100
"(10, 10)",8,8,1443,4437,346,1205,5642,"[(2, 5), (3, 5)]",3,0,50,100
"(10, 10)",8,8,1444,4440,346,1205,5645,"[(5, 9), (6, 9)]",3,0,50,100
"(10, 10)",8,8,1445,4443,346,1205,5648,"[(4, 5), (5, 5)]",3,0,50,100
"(10, 10)",8,8,1446,4446,346,1205,5651,"[(4, 1), (4, 2)]",3,0,50,100
"(10, 10)",8,8,1447,4449,346,1205,5654,"[(5, 4), (5, 5)]",3,0,50,100
"(10, 10)",8,8,1448,4452,346,1205,5657,"[(3, 5), (4, 5)]",3,0,50,100
"(10, 10)",8,8,1449,4455,346,1205,5660,"[(6, 4), (6, 5)]",3,0,50,100
"(10, 10)",8,8,1450,4458,346,1205,5663,"[(1, 2), (2, 2)]",3,0,50,100
"(10, 10)",8,8,1451,4461,346,1205,5666,"[(8, 2), (8, 3)]",3,0,50,100
"(10, 10)",8,8,1452,4464,347,1211,5675,"[(6, 1), (6, 2)]",9,1,50,100
"(10, 10)",8,8,1453,4467,347,1211,5678,"[(0, 2), (1, 2)]",3,0,50,100
"(10, 10)",8,8,1454,4470,347,1211,5681,"[(0, 3), (1, 3)]",3,0,50,100
"(10, 10)",8,8,1455,4473,347,1211,5684,"[(4, 0), (4, 1)]",3,0,50,100
"(10, 10)",8,8,1456,4476,347,1211,5687,"[(3, 0), (4, 0)]",3,0,50,100
"(10, 10)",8,8,1457,4480,348,1214,5694,"[(3, 2), (4, 2)]",7,1,50,100
"(10, 10)",8,8,1458,4484,348,1214,5698,"[(5, 1), (5, 2)]",4,0,50,100
"(10, 10)",8,8,1459,4487,348,1214,5701,"[(5, 1), (6, 1)]",3,0,50,100
"(10, 10)",8,8,1460,4493,348,1214,5707,"[(2, 8), (3, 8)]",6,0,50,100
"(10, 10)",8,8,1461,4496,348,1214,5710,"[(6, 1), (6, 2)]",3,0,50,100
"(10, 10)",8,8,1462,4499,348,1214,5713,"[(1, 1), (2, 1)]",3,0,50,100
"(10, 10)",8,8,1463,4502,348,1214,5716,"[(0, 0), (0, 1)]",3,0,50,100
"(10, 10)",8,8,1464,4505,348,1214,5719,"[(0, 3), (1, 3)]",3,0,50,100
"(10, 10)",8,8,1465,4508,348,1214,5722,"[(6, 0), (6, 1)]",3,0,50,100
"(10, 10)",8,8,1466,4511,348,1214,5725,"[(2, 1), (3, 1)]",3,0,50,100
"(10, 10)",8,8,1467,4514,348,1214,5728,"[(2, 2), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1468,4517,348,1214,5731,"[(1, 3), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1469,4520,348,1214,5734,"[(0, 0), (0, 1)]",3,0,50,100
"(10, 10)",8,8,1470,4523,348,1214,5737,"[(2, 3), (3, 3)]",3,0,50,100
"(10, 10)",8,8,1471,4526,348,1214,5740,"[(2, 2), (2, 3)]",3,0,50,100
"(10, 10)",8,8,1472,4529,348,1214,5743,"[(2, 5), (2, 6)]",3,0,50,100
"(10, 10)",8,8,1473,4532,348,1214,5746,"[(1, 0), (1, 1)]",3,0,50,100
"(10, 10)",8,8,1474,4535,348,1214,5749,"[(2, 6), (2, 7)]",3,0,50,100
"(10, 10)",8,8,1475,4538,348,1214,5752,"[(0, 5), (0, 6)]",3,0,50,100
"(10, 10)",8,8,1476,4541,348,1214,5755,"[(0, 9), (1, 9)]",3,0,50,100
"(10, 10)",8,8,1477,4544,348,1214,5758,"[(3, 6), (3, 7)]",3,0,50,100
"(10, 10)",8,8,1478,4547,348,1214,5761,"[(1, 5), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1479,4550,348,1214,5764,"[(1, 4), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1480,4553,348,1214,5767,"[(1, 7), (1, 8)]",3,0,50,100
"(10, 10)",8,8,1481,4556,348,1214,5770,"[(2, 5), (3, 5)]",3,0,50,100
"(10, 10)",8,8,1482,4559,349,1217,5776,"[(1, 3), (1, 4)]",6,1,50,100
"(10, 10)",8,8,1483,4562,349,1217,5779,"[(6, 2), (6, 3)]",3,0,50,100
"(10, 10)",8,8,1484,4565,349,1217,5782,"[(3, 5), (3, 6)]",3,0,50,100
"(10, 10)",8,8,1485,4568,349,1217,5785,"[(5, 2), (5, 3)]",3,0,50,100
"(10, 10)",8,8,1486,4571,349,1217,5788,"[(1, 5), (2, 5)]",3,0,50,100
"(10, 10)",8,8,1487,4574,349,1217,5791,"[(2, 6), (2, 7)]",3,0,50,100
"(10, 10)",8,8,1488,4577,349,1217,5794,"[(5, 2), (6, 2)]",3,0,50,100
"(10, 10)",8,8,1489,4580,349,1217,5797,"[(1, 3), (1, 4)]",3,0,50,100
"(10, 10)",8,8,1490,4583,349,1217,5800,"[(1, 2), (1, 3)]",3,0,50,100
"(10, 10)",8,8,1491,4586,349,1217,5803,"[(5, 4), (6, 4)]",3,0,50,100
"(10, 10)",8,8,1492,4589,349,1217,5806,"[(2, 5), (2, 6)]",3,0,50,100
"(10, 10)",8,8,1493,4592,349,1217,5809,"[(2, 6), (2, 7)]",3,0,50,100
"(10, 10)",8,8,1494,4595,349,1217,5812,"[(3, 5), (3, 6)]",3,0,50,100
"(10, 10)",8,8,1495,4598,349,1217,5815,"[(4, 2), (4, 3)]",3,0,50,100
"(10, 10)",8,8,1496,4601,349,1217,5818,"[(0, 6), (0, 7)]",3,0,50,100
"(10, 10)",8,8,1497,4604,350,1220,5824,"[(3, 2), (3, 3)]",6,1,50,100
"(10, 10)",8,8,1498,4607,350,1220,5827,"[(0, 3), (0, 4)]",3,0,50,100
"(10, 10)",8,8,1499,4610,350,1220,5830,"[(0, 6), (1, 6)]",3,0,50,100
"(10, 10)",8,8,1500,4613,350,1220,5833,"[(2, 3), (3, 3)]",3,0,50,100
"(10, 10)",8,8,1501,4616,351,1223,5839,"[(4, 2), (5, 2)]",6,1,50,100
"(10, 10)",8,8,1502,4620,351,1223,5843,"[(7, 7), (7, 8)]",4,0,50,100
"(10, 10)",8,8,1503,4623,351,1223,5846,"[(1, 0), (1, 1)]",3,0,50,100
"(10, 10)",8,8,1504,4626,351,1223,5849,"[(7, 5), (7, 6)]",3,0,50,100
"(10, 10)",8,8,1505,4629,351,1223,5852,"[(9, 6), (9, 7)]",3,0,50,100
"(10, 10)",8,8,1506,4632,351,1223,5855,"[(2, 8), (3, 8)]",3,0,50,100
"(10, 10)",8,8,1507,4635,351,1223,5858,"[(7, 7), (8, 7)]",3,0,50,100
"(10, 10)",8,8,1508,4638,352,1226,5864,"[(5, 5), (5, 6)]",6,1,50,100
"(10, 10)",8,8,1509,4641,352,1226,5867,"[(8, 7), (8, 8)]",3,0,50,100
"(10, 10)",8,8,1510,4644,353,1229,5873,"[(4, 6), (5, 6)]",6,1,50,100
"(10, 10)",8,8,1511,4648,353,1229,5877,"[(3, 7), (4, 7)]",4,0,50,100
"(10, 10)",8,8,1512,4651,353,1229,5880,"[(5, 7), (5, 8)]",3,0,50,100
"(10, 10)",8,8,1513,4654,353,1229,5883,"[(7, 4), (7, 5)]",3,0,50,100
"(10, 10)",8,8,1514,4657,353,1229,5886,"[(5, 5), (6, 5)]",3,0,50,100
"(10, 10)",8,8,1515,4660,355,1235,5895,"[(7, 3), (7, 4)]",9,2,50,100
"(10, 10)",8,8,1516,4663,355,1235,5898,"[(2, 1), (2, 2)]",3,0,50,100
"(10, 10)",8,8,1517,4666,355,1235,5901,"[(1, 2), (2, 2)]",3,0,50,100
"(10, 10)",8,8,1518,4669,355,1235,5904,"[(4, 4), (5, 4)]",3,0,50,100
"(10, 10)",8,8,1519,4672,355,1235,5907,"[(5, 4), (6, 4)]",3,0,50,100
"(10, 10)",8,8,1520,4675,357,1244,5919,"[(4, 4), (5, 4)]",12,2,50,100
"(10, 10)",8,8,1521,4678,357,1244,5922,"[(3, 0), (4, 0)]",3,0,50,100
"(10, 10)",8,8,1522,4681,357,1244,5925,"[(2, 3), (2, 4)]",3,0,50,100
"(10, 10)",8,8,1523,4684,358,1247,5931,"[(2, 7), (2, 8)]",6,1,50,100
"(10, 10)",8,8,1524,4687,358,1247,5934,"[(5, 4), (6, 4)]",3,0,50,100
"(10, 10)",8,8,1525,4690,358,1247,5937,"[(4, 2), (4, 3)]",3,0,50,100
"(10, 10)",8,8,1526,4693,358,1247,5940,"[(8, 4), (8, 5)]",3,0,50,100
"(10, 10)",8,8,1527,4696,358,1247,5943,"[(7, 6), (7, 7)]",3,0,50,100
"(10, 10)",8,8,1528,4700,358,1247,5947,"[(5, 6), (6, 6)]",4,0,50,100
"(10, 10)",8,8,1529,4703,358,1247,5950,"[(1, 6), (1, 7)]",3,0,50,100
"(10, 10)",8,8,1530,4707,358,1247,5954,"[(2, 2), (2, 3)]",4,0,50,100
"(10, 10)",8,8,1531,4710,358,1247,5957,"[(8, 4), (9, 4)]",3,0,50,100
"(10, 10)",8,8,1532,4713,358,1247,5960,"[(0, 5), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1533,4716,359,1250,5966,"[(0, 5), (1, 5)]",6,1,50,100
"(10, 10)",8,8,1534,4719,359,1250,5969,"[(3, 7), (3, 8)]",3,0,50,100
"(10, 10)",8,8,1535,4722,359,1250,5972,"[(3, 5), (4, 5)]",3,0,50,100
"(10, 10)",8,8,1536,4725,359,1250,5975,"[(0, 4), (1, 4)]",3,0,50,100
"(10, 10)",8,8,1537,4728,359,1250,5978,"[(4, 3), (4, 4)]",3,0,50,100
"(10, 10)",8,8,1538,4731,359,1250,5981,"[(4, 8), (5, 8)]",3,0,50,100
"(10, 10)",8,8,1539,4734,359,1250,5984,"[(1, 4), (1, 5)]",3,0,50,100
"(10, 10)",8,8,1540,4737,359,1250,5987,"[(3, 5), (3, 6)]",3,0,50,100
"(10, 10)",8,8,1541,4741,359,1250,5991,"[(2, 4), (3, 4)]",4,0,50,100
"(10, 10)",8,8,1542,4744,359,1250,5994,"[(8, 6), (9, 6)]",3,0,50,100
"(10, 10)",8,8,1543,4747,362,1262,6009,"[(6, 5), (7, 5)]",15,3,50,100
"(10, 10)",8,8,1544,4750,362,1262,6012,"[(0, 2), (0, 3)]",3,0,50,100
"(10, 10)",8,8,1545,4753,362,1262,6015,"[(4, 6), (5, 6)]",3,0,50,100
"(10, 10)",8,8,1546,4757,362,1262,6019,"[(3, 5), (4, 5)]",4,0,50,100
"(10, 10)",8,8,1547,4760,363,1265,6025,"[(4, 4), (4, 5)]",6,1,50,100
"(10, 10)",8,8,1548,4763,363,1265,6028,"[(5, 8), (5, 9)]",3,0,50,100
"(10, 10)",8,8,1549,4766,363,1265,6031,"[(8, 3), (8, 4)]",3,0,50,100
"(10, 10)",8,8,1550,4769,363,1265,6034,"[(6, 4), (6, 5)]",3,0,50,100
"(10, 10)",8,8,1551,4772,364,1268,6040,"[(5, 0), (5, 1)]",6,1,50,100
"(10, 10)",8,8,1552,4775,364,1268,6043,"[(7, 4), (8, 4)]",3,0,50,100
"(10, 10)",8,8,1553,4778,364,1268,6046,"[(8, 0), (8, 1)]",3,0,50,100
"(10, 10)",8,8,1554,4781,364,1268,6049,"[(0, 1), (1, 1)]",3,0,50,100
"(10, 10)",8,8,1555,4784,365,1271,6055,"[(3, 1), (4, 1)]",6,1,50,100
"(10, 10)",8,8,1556,4787,366,1274,6061,"[(6, 5), (6, 6)]",6,1,50,100
"(10, 10)",8,8,1557,4791,366,1274,6065,"[(7, 2), (8, 2)]",4,0,50,100
"(10, 10)",8,8,1558,4794,366,1274,6068,"[(0, 6), (0, 7)]",3,0,50,100
"(10, 10)",8,8,1559,4797,366,1274,6071,"[(6, 2), (7, 2)]",3,0,50,100
"(10, 10)",8,8,1560,4800,366,1274,6074,"[(1, 9), (2, 9)]",3,0,50,100
"(10, 10)",8,8,1561,4803,366,1274,6077,"[(5, 0), (5, 1)]",3,0,50,100
"(10, 10)",8,8,1562,4806,367,1277,6083,"[(1, 1), (1, 2)]",6,1,50,100
"(10, 10)",8,8,1563,4809,368,1280,6089,"[(4, 0), (5, 0)]",6,1,50,100
"(10, 10)",8,8,1564,4812,368,1280,6092,"[(0, 8), (1, 8)]",3,0,50,100
"(10, 10)",8,8,1565,4815,368,1280,6095,"[(6, 3), (6, 4)]",3,0,50,100
"(10, 10)",8,8,1566,4818,368,1280,6098,"[(4, 0), (5, 0)]",3,0,50,100
"(10, 10)",8,8,1567,4821,369,1283,6104,"[(3, 0), (4, 0)]",6,1,50,100
"(10, 10)",8,8,1568,4824,369,1283,6107,"[(7, 2), (7, 3)]",3,0,50,100
