Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Avg No. of Shuffles/Deadlocks Occurred per game,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves per config,Total No. of Avalanche Matches,Avg No. of Avalanche Matches per game,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move
top_agent,"(20, 20)",150,2,0,2,2119,4.238,42.38,1512,30.24,500,10,44158,88.316,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,2,0,2,2128,4.256,42.56,1508,30.16,500,10,48674,97.348,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",150,1,0,1,1974,3.948,39.48,1507,30.14,500,10,45656,91.312,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,1,0,1,1943,3.886,38.86,1507,30.14,500,10,48669,97.338,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",150,9,0,9,2387,4.774,47.74,1501,30.02,500,10,38883,77.766,40,0.8,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,9,0,9,2370,4.74,47.4,1510,30.2,500,10,36630,73.26,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",150,0,0,0,1820,3.64,36.4,1514,30.28,500,10,44162,88.324,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,0,0,0,1800,3.6,36,1505,30.1,500,10,50897,101.794,55,1.1,10,150,3,0,0,0
top_agent,"(20, 20)",150,7,0,7,2064,4.128,41.28,1503,30.06,500,10,35127,70.254,39,0.78,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,7,0,7,2040,4.08,40.8,1505,30.1,500,10,50897,101.794,56,1.12,10,150,3,0,0,0
top_agent,"(20, 20)",150,4,0,4,1579,3.158,31.58,1504,30.08,500,10,49427,98.854,59,1.18,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,4,0,4,1582,3.164,31.64,1510,30.2,500,10,56177,112.354,65,1.3,10,150,3,0,0,0
top_agent,"(20, 20)",150,2,0,2,1951,3.902,39.02,1507,30.14,500,10,53940,107.88,59,1.18,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,2,0,2,1884,3.768,37.68,1504,30.08,500,10,47155,94.31,53,1.06,10,150,3,0,0,0
top_agent,"(20, 20)",150,3,0,3,2392,4.784,47.84,1500,30,500,10,38885,77.77,41,0.82,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,3,0,3,2195,4.39,43.9,1504,30.08,500,10,49418,98.836,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",150,2,0,2,2038,4.076,40.76,1502,30.04,500,10,44126,88.252,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,2,0,2,1950,3.9,39,1506,30.12,500,10,39639,79.278,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",150,0,0,0,1941,3.882,38.82,1504,30.08,500,10,41152,82.304,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,0,0,0,2067,4.134,41.34,1503,30.06,500,10,32870,65.74,32,0.64,10,150,3,0,0,0
top_agent,"(20, 20)",150,3,0,3,2267,4.534,45.34,1505,30.1,500,10,36615,73.23,42,0.84,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,3,0,3,2443,4.886,48.86,1506,30.12,500,10,49397,98.794,49,0.98,10,150,3,0,0,0
top_agent,"(20, 20)",150,9,1,8,1937,3.874,38.74,1508,30.16,500,10,46431,92.862,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,9,1,8,1954,3.908,39.08,1509,30.18,500,10,48668,97.336,56,1.12,10,150,3,0,0,0
top_agent,"(20, 20)",150,7,0,7,2083,4.166,41.66,1501,30.02,500,10,44906,89.812,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,7,0,7,1980,3.96,39.6,1512,30.24,500,10,40409,80.818,43,0.86,10,150,3,0,0,0
top_agent,"(20, 20)",150,0,0,0,2190,4.38,43.8,1505,30.1,500,10,42651,85.302,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,0,0,0,2081,4.162,41.62,1503,30.06,500,10,40376,80.752,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",150,6,0,6,2188,4.376,43.76,1504,30.08,500,10,47163,94.326,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,6,0,6,2230,4.46,44.6,1502,30.04,500,10,36626,73.252,38,0.76,10,150,3,0,0,0
top_agent,"(20, 20)",150,9,0,9,1857,3.714,37.14,1506,30.12,500,10,29129,58.258,35,0.7,10,150,3,0,0,0
bottom_agent,"(20, 20)",150,9,0,9,1862,3.724,37.24,1506,30.12,500,10,44163,88.326,44,0.88,10,150,3,0,0,0
top_agent,"(20, 20)",200,6,0,6,3940,7.88,78.8,1503,30.06,500,10,41879,83.758,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,6,0,6,3984,7.968,79.68,1505,30.1,500,10,45614,91.228,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,2983,5.966,59.66,1503,30.06,500,10,38865,77.73,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3050,6.1,61,1505,30.1,500,10,48643,97.286,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3858,7.716,77.16,1503,30.06,500,10,52401,104.802,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3881,7.762,77.62,1504,30.08,500,10,41131,82.262,40,0.8,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3416,6.832,68.32,1504,30.08,500,10,43381,86.762,49,0.98,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3629,7.258,72.58,1500,30,500,10,46387,92.774,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,4047,8.094,80.94,1506,30.12,500,10,48640,97.28,55,1.1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,4448,8.896,88.96,1500,30,500,10,53139,106.278,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3308,6.616,66.16,1500,30,500,10,51623,103.246,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3230,6.46,64.6,1504,30.08,500,10,47878,95.756,59,1.18,10,150,3,0,0,0
top_agent,"(20, 20)",200,6,0,6,4396,8.792,87.92,1503,30.06,500,10,45628,91.256,49,0.98,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,6,0,6,4034,8.068,80.68,1507,30.14,500,10,43366,86.732,49,0.98,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,3514,7.028,70.28,1501,30.02,500,10,43360,86.72,48,0.96,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,3950,7.9,79,1651,33.02,500,10,52392,104.784,102,2.04,10,150,3,150,3,50
top_agent,"(20, 20)",200,4,0,4,3628,7.256,72.56,1502,30.04,500,10,37368,74.736,43,0.86,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,3771,7.542,75.42,1503,30.06,500,10,52382,104.764,57,1.14,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,3796,7.592,75.92,1503,30.06,500,10,49358,98.716,56,1.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,3735,7.47,74.7,1513,30.26,500,10,50143,100.286,57,1.14,10,150,3,0,0,0
top_agent,"(20, 20)",200,13,0,13,3478,6.956,69.56,1503,30.06,500,10,43357,86.714,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,13,0,13,3776,7.552,75.52,1500,30,500,10,44115,88.23,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,44,1,43,3204,6.408,64.08,1503,30.06,500,10,35095,70.19,39,0.78,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,44,1,43,3422,6.844,68.44,1503,30.06,500,10,34354,68.708,42,0.84,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3409,6.818,68.18,1504,30.08,500,10,44126,88.252,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3426,6.852,68.52,1503,30.06,500,10,58400,116.8,66,1.32,10,150,3,0,0,0
top_agent,"(20, 20)",200,6,0,6,4244,8.488,84.88,1503,30.06,500,10,56899,113.798,70,1.4,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,6,0,6,3985,7.97,79.7,1505,30.1,500,10,44114,88.228,55,1.1,10,150,3,0,0,0
top_agent,"(20, 20)",200,8,0,8,3176,6.352,63.52,1501,30.02,500,10,32099,64.198,36,0.72,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,3310,6.62,66.2,1500,30,500,10,39605,79.21,40,0.8,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3468,6.936,69.36,1503,30.06,500,10,46404,92.808,48,0.96,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3488,6.976,69.76,1509,30.18,500,10,38100,76.2,42,0.84,10,150,3,3,0.06,1
top_agent,"(20, 20)",200,8,0,8,3641,7.282,72.82,1510,30.2,500,10,43402,86.804,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,3211,6.422,64.22,1500,30,500,10,41127,82.254,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,3818,7.636,76.36,1500,30,500,10,36598,73.196,40,0.8,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,3404,6.808,68.08,1500,30,500,10,43376,86.752,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",200,17,1,16,4770,9.54,95.4,1503,30.06,500,10,47118,94.236,56,1.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,17,1,16,4620,9.24,92.4,1503,30.06,500,10,47881,95.762,56,1.12,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,4472,8.944,89.44,1505,30.1,500,10,45619,91.238,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,4515,9.03,90.3,1500,30,500,10,45636,91.272,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",200,8,0,8,3520,7.04,70.4,1500,30,500,10,47124,94.248,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,3735,7.47,74.7,1506,30.12,500,10,49379,98.758,59,1.18,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,4013,8.026,80.26,1503,30.06,500,10,41114,82.228,42,0.84,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,4314,8.628,86.28,1504,30.08,500,10,55401,110.802,60,1.2,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,2710,5.42,54.2,1503,30.06,500,10,46376,92.752,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,2892,5.784,57.84,1500,30,500,10,39621,79.242,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,3678,7.356,73.56,1506,30.12,500,10,46382,92.764,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,4199,8.398,83.98,1503,30.06,500,10,42599,85.198,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3717,7.434,74.34,1500,30,500,10,57653,115.306,59,1.18,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3518,7.036,70.36,1502,30.04,500,10,43384,86.768,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,2748,5.496,54.96,1503,30.06,500,10,42609,85.218,48,0.96,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,2858,5.716,57.16,1500,30,500,10,42623,85.246,46,0.92,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,4460,8.92,89.2,1500,30,500,10,46348,92.696,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,4568,9.136,91.36,1501,30.02,500,10,43359,86.718,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,4541,9.082,90.82,1507,30.14,500,10,47141,94.282,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,3937,7.874,78.74,1502,30.04,500,10,54631,109.262,61,1.22,10,150,3,0,0,0
top_agent,"(20, 20)",200,15,0,15,3061,6.122,61.22,1505,30.1,500,10,46389,92.778,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,15,0,15,2910,5.82,58.2,1503,30.06,500,10,48627,97.254,53,1.06,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3662,7.324,73.24,1504,30.08,500,10,44874,89.748,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,3815,7.63,76.3,1506,30.12,500,10,53142,106.284,61,1.22,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,4859,9.718,97.18,1500,30,500,10,43354,86.708,49,0.98,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,4905,9.81,98.1,1503,30.06,500,10,36595,73.19,39,0.78,10,150,3,0,0,0
top_agent,"(20, 20)",200,6,0,6,3190,6.38,63.8,1509,30.18,500,10,50933,101.866,58,1.16,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,6,0,6,3516,7.032,70.32,1501,30.02,500,10,56146,112.292,61,1.22,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,2868,5.736,57.36,1500,30,500,10,47123,94.246,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3145,6.29,62.9,1507,30.14,500,10,57664,115.328,64,1.28,10,150,3,0,0,0
top_agent,"(20, 20)",200,9,0,9,4164,8.328,83.28,1500,30,500,10,41097,82.194,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,9,0,9,4296,8.592,85.92,1500,30,500,10,50868,101.736,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",200,9,1,8,3683,7.366,73.66,1503,30.06,500,10,55384,110.768,66,1.32,10,150,3,3,0.06,1
bottom_agent,"(20, 20)",200,9,1,8,3681,7.362,73.62,1502,30.04,500,10,49380,98.76,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",200,9,0,9,4205,8.41,84.1,1500,30,500,10,44118,88.236,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,9,0,9,3948,7.896,78.96,1506,30.12,500,10,41103,82.206,44,0.88,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,3911,7.822,78.22,1500,30,500,10,42599,85.198,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,3995,7.99,79.9,1503,30.06,500,10,53130,106.26,61,1.22,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,3188,6.376,63.76,1504,30.08,500,10,33611,67.222,37,0.74,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,3318,6.636,66.36,1504,30.08,500,10,40359,80.718,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3677,7.354,73.54,1503,30.06,500,10,43362,86.724,51,1.02,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3567,7.134,71.34,1503,30.06,500,10,44869,89.738,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",200,6,0,6,3623,7.246,72.46,1505,30.1,500,10,50902,101.804,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,6,0,6,3413,6.826,68.26,1503,30.06,500,10,44137,88.274,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,3443,6.886,68.86,1504,30.08,500,10,47876,95.752,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,3277,6.554,65.54,1503,30.06,500,10,46375,92.75,49,0.98,10,150,3,0,0,0
top_agent,"(20, 20)",200,14,1,13,4173,8.346,83.46,1500,30,500,10,54642,109.284,55,1.1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,14,1,13,4049,8.098,80.98,1500,30,500,10,53128,106.256,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",200,18,0,18,4094,8.188,81.88,1503,30.06,500,10,50882,101.764,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,18,0,18,3987,7.974,79.74,1500,30,500,10,50872,101.744,56,1.12,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3103,6.206,62.06,1500,30,500,10,40379,80.758,37,0.74,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3384,6.768,67.68,1501,30.02,500,10,42647,85.294,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",200,6,0,6,3893,7.786,77.86,1501,30.02,500,10,38093,76.186,40,0.8,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,6,0,6,3909,7.818,78.18,1500,30,500,10,53133,106.266,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",200,21,1,20,3516,7.032,70.32,1500,30,500,10,51637,103.274,62,1.24,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,21,1,20,3623,7.246,72.46,1512,30.24,500,10,53167,106.334,60,1.2,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,4027,8.054,80.54,1500,30,500,10,51608,103.216,55,1.1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,3843,7.686,76.86,1506,30.12,500,10,50122,100.244,59,1.18,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3727,7.454,74.54,1504,30.08,500,10,53120,106.24,62,1.24,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,3945,7.89,78.9,1503,30.06,500,10,51645,103.29,54,1.08,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,3414,6.828,68.28,1503,30.06,500,10,47134,94.268,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,4112,8.224,82.24,1501,30.02,500,10,49388,98.776,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,7,1,6,4071,8.142,81.42,1501,30.02,500,10,39606,79.212,44,0.88,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,7,1,6,3793,7.586,75.86,1501,30.02,500,10,44114,88.228,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,4103,8.206,82.06,1501,30.02,500,10,52366,104.732,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,3999,7.998,79.98,1504,30.08,500,10,46398,92.796,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,15,0,15,4229,8.458,84.58,1501,30.02,500,10,39604,79.208,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,15,0,15,4451,8.902,89.02,1503,30.06,500,10,44105,88.21,49,0.98,10,150,3,0,0,0
top_agent,"(20, 20)",200,6,0,6,4052,8.104,81.04,1509,30.18,500,10,53115,106.23,62,1.24,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,6,0,6,3888,7.776,77.76,1501,30.02,500,10,48619,97.238,56,1.12,10,150,3,0,0,0
top_agent,"(20, 20)",200,21,0,21,3523,7.046,70.46,1501,30.02,500,10,41113,82.226,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,21,0,21,3443,6.886,68.86,1501,30.02,500,10,45635,91.27,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,3673,7.346,73.46,1504,30.08,500,10,45609,91.218,55,1.1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,3630,7.26,72.6,1503,30.06,500,10,43366,86.732,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",200,7,0,7,3518,7.036,70.36,1504,30.08,500,10,42634,85.268,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,7,0,7,3885,7.77,77.7,1507,30.14,500,10,44890,89.78,46,0.92,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3783,7.566,75.66,1504,30.08,500,10,47865,95.73,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3920,7.84,78.4,1506,30.12,500,10,36609,73.218,41,0.82,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,3484,6.968,69.68,1500,30,500,10,44125,88.25,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,3359,6.718,67.18,1507,30.14,500,10,44153,88.306,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3172,6.344,63.44,1504,30.08,500,10,30596,61.192,32,0.64,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3164,6.328,63.28,1500,30,500,10,38847,77.694,44,0.88,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,3442,6.884,68.84,1500,30,500,10,38875,77.75,42,0.84,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,3525,7.05,70.5,1504,30.08,500,10,51637,103.274,57,1.14,10,150,3,0,0,0
top_agent,"(20, 20)",200,7,1,6,2692,5.384,53.84,1500,30,500,10,46360,92.72,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,7,1,6,3052,6.104,61.04,1501,30.02,500,10,38848,77.696,42,0.84,10,150,3,0,0,0
top_agent,"(20, 20)",200,7,1,6,4004,8.008,80.08,1508,30.16,500,10,52398,104.796,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,7,1,6,3903,7.806,78.06,1500,30,500,10,42629,85.258,44,0.88,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,3934,7.868,78.68,1500,30,500,10,44120,88.24,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,3910,7.82,78.2,1504,30.08,500,10,40365,80.73,44,0.88,10,150,3,0,0,0
top_agent,"(20, 20)",200,2,0,2,4012,8.024,80.24,1504,30.08,500,10,41860,83.72,48,0.96,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,2,0,2,4256,8.512,85.12,1501,30.02,500,10,48628,97.256,59,1.18,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,2679,5.358,53.58,1507,30.14,500,10,46373,92.746,45,0.9,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,2819,5.638,56.38,1500,30,500,10,47119,94.238,56,1.12,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,2971,5.942,59.42,1513,30.26,500,10,47901,95.802,55,1.1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3142,6.284,62.84,1500,30,500,10,48635,97.27,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,4577,9.154,91.54,1506,30.12,500,10,51630,103.26,58,1.16,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,4146,8.292,82.92,1501,30.02,500,10,46370,92.74,51,1.02,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,3624,7.248,72.48,1501,30.02,500,10,44114,88.228,47,0.94,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,3470,6.94,69.4,1507,30.14,500,10,51636,103.272,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,5000,10,100,1502,30.04,500,10,52390,104.78,56,1.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,4864,9.728,97.28,1500,30,500,10,56883,113.766,66,1.32,10,150,3,0,0,0
top_agent,"(20, 20)",200,10,0,10,3969,7.938,79.38,1501,30.02,500,10,43365,86.73,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,10,0,10,3810,7.62,76.2,1501,30.02,500,10,47882,95.764,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,4652,9.304,93.04,1500,30,500,10,48603,97.206,58,1.16,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,4613,9.226,92.26,1500,30,500,10,55378,110.756,63,1.26,10,150,3,0,0,0
top_agent,"(20, 20)",200,6,1,5,4456,9.075356415,89.12,1474,29.48,491,9.82,40343,82.16496945,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,6,1,5,4806,9.612,96.12,1503,30.06,500,10,44135,88.27,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,3792,7.584,75.84,1500,30,500,10,39595,79.19,46,0.92,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,3840,7.68,76.8,1505,30.1,500,10,41113,82.226,45,0.9,10,150,3,0,0,0
top_agent,"(20, 20)",200,1,0,1,4501,9.002,90.02,1500,30,500,10,44117,88.234,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,1,0,1,4207,8.414,84.14,1500,30,500,10,50874,101.748,56,1.12,10,150,3,0,0,0
top_agent,"(20, 20)",200,10,0,10,3636,7.272,72.72,1504,30.08,500,10,42619,85.238,49,0.98,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,10,0,10,3490,6.98,69.8,1500,30,500,10,50132,100.264,52,1.04,10,150,3,0,0,0
top_agent,"(20, 20)",200,8,0,8,3820,7.64,76.4,1500,30,500,10,40354,80.708,39,0.78,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,8,0,8,3744,7.488,74.88,1501,30.02,500,10,41119,82.238,47,0.94,10,150,3,0,0,0
top_agent,"(20, 20)",200,7,0,7,3517,7.034,70.34,1500,30,500,10,47869,95.738,57,1.14,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,7,0,7,3765,7.53,75.3,1506,30.12,500,10,47891,95.782,50,1,10,150,3,0,0,0
top_agent,"(20, 20)",200,43,0,43,3616,7.232,72.32,1500,30,500,10,50144,100.288,53,1.06,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,43,0,43,3947,7.894,78.94,1503,30.06,500,10,41873,83.746,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,0,0,0,3552,7.104,71.04,1507,30.14,500,10,47140,94.28,56,1.12,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,0,0,0,3499,6.998,69.98,1503,30.06,500,10,50140,100.28,53,1.06,10,150,3,0,0,0
top_agent,"(20, 20)",200,7,0,7,3901,7.802,78.02,1504,30.08,500,10,46372,92.744,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,7,0,7,3685,7.37,73.7,1501,30.02,500,10,46382,92.764,48,0.96,10,150,3,0,0,0
top_agent,"(20, 20)",200,4,0,4,4180,8.36,83.6,1501,30.02,500,10,45610,91.22,50,1,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,4,0,4,4312,8.624,86.24,1502,30.04,500,10,53139,106.278,58,1.16,10,150,3,0,0,0
top_agent,"(20, 20)",200,15,2,13,4788,9.576,95.76,1500,30,500,10,40355,80.71,44,0.88,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,15,2,13,4866,9.732,97.32,1503,30.06,500,10,58378,116.756,65,1.3,10,150,3,0,0,0
top_agent,"(20, 20)",200,5,0,5,3442,6.884,68.84,1505,30.1,500,10,50880,101.76,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,5,0,5,3410,6.82,68.2,1500,30,500,10,40342,80.684,43,0.86,10,150,3,0,0,0
top_agent,"(20, 20)",200,3,0,3,4878,9.756,97.56,1503,30.06,500,10,48638,97.276,54,1.08,10,150,3,0,0,0
bottom_agent,"(20, 20)",200,3,0,3,4369,8.738,87.38,1504,30.08,500,10,42616,85.232,47,0.94,10,150,3,0,0,0
