Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves,Total No. of Avalanche Matches,Avg No. of Avalanche Matches,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move,Avg avalanche count after first move
bottom_agent,"(9, 9)",70,9,0,9,5196,10.392,1500,30,500,10,9093,18.186,44,0.88,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,4,0,4,8383,17.14314928,1470,29.4,489,9.78,6888,14.08588957,37,0.74,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,4,0,4,7942,16.97008547,1404,28.08,468,9.36,5904,12.61538462,31,0.62,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,5,0,5,4487,8.974,1511,30.22,500,10,8167,16.334,40,0.8,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,5,0,5,3949,7.898,1510,30.2,500,10,9382,18.764,51,1.02,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,4,0,4,8655,17.77207392,1470,29.4,487,9.74,9724,19.96714579,53,1.06,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",70,4,0,4,7998,16.45679012,1461,29.22,486,9.72,8666,17.83127572,40,0.8,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,2,0,2,3217,6.434,1504,30.08,500,10,7369,14.738,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,2,0,2,3865,7.73,1506,30.12,500,10,6799,13.598,33,0.66,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,10,1,9,5217,10.47590361,1494,29.88,498,9.96,9666,19.40963855,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,10,1,9,4464,8.945891784,1513,30.26,499,9.98,9806,19.65130261,54,1.08,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,3,0,3,4019,8.038,1504,30.08,500,10,7050,14.1,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,3,0,3,4121,8.258517034,1502,30.04,499,9.98,8007,16.04609218,41,0.82,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,10,0,10,7792,15.74141414,1489,29.78,495,9.9,8124,16.41212121,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,10,0,10,8255,16.95071869,1468,29.36,487,9.74,9205,18.90143737,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,0,0,0,5927,12.04674797,1481,29.62,492,9.84,6370,12.94715447,33,0.66,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,0,0,0,6120,12.3138833,1495,29.9,497,9.94,7722,15.53722334,44,0.88,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,1,0,1,6876,14.06134969,1471,29.42,489,9.78,9215,18.84458078,50,1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,1,0,1,6990,14.12121212,1486,29.72,495,9.9,8939,18.05858586,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,1,0,1,3953,7.906,1502,30.04,500,10,6522,13.044,33,0.66,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,1,0,1,4201,8.452716298,1497,29.94,497,9.94,8559,17.22132797,51,1.02,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,5,1,4,3981,7.962,1509,30.18,500,10,8405,16.81,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,5,1,4,4114,8.228,1508,30.16,500,10,8845,17.69,47,0.94,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,0,0,0,7221,14.79713115,1468,29.36,488,9.76,9220,18.89344262,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,0,0,0,7078,14.44489796,1473,29.46,490,9.8,7290,14.87755102,37,0.74,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,4,0,4,3443,6.886,1509,30.18,500,10,9807,19.614,54,1.08,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,4,0,4,2874,5.748,1518,30.36,500,10,10495,20.99,60,1.2,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,14,0,14,4877,9.754,1504,30.08,500,10,8843,17.686,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,14,0,14,5212,10.44488978,1504,30.08,499,9.98,7200,14.42885772,37,0.74,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,7,1,6,5024,10.048,1506,30.12,500,10,9505,19.01,50,1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,7,1,6,4396,8.792,1507,30.14,500,10,8431,16.862,40,0.8,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,40,3,37,4459,8.918,1508,30.16,500,10,8837,17.674,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,40,3,37,3794,7.588,1513,30.26,500,10,9396,18.792,54,1.08,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,1,0,1,5793,11.60921844,1506,30.12,499,9.98,8544,17.12224449,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,1,0,1,5501,11.002,1510,30.2,500,10,11133,22.266,62,1.24,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,2,0,2,9474,19.94526316,1437,28.74,475,9.5,7962,16.76210526,47,0.94,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",70,2,0,2,9722,21.8963964,1338,26.76,444,8.88,7506,16.90540541,40,0.8,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",70,5,0,5,3172,6.344,1509,30.18,500,10,9807,19.614,55,1.1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,5,0,5,2900,5.8,1503,30.06,500,10,8308,16.616,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,6,0,6,5295,10.82822086,1471,29.42,489,9.78,7975,16.30879346,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,6,0,6,4910,9.939271255,1492,29.84,494,9.88,8139,16.4757085,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,7,0,7,7137,14.41818182,1486,29.72,495,9.9,9218,18.62222222,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,7,0,7,7002,14.37782341,1462,29.24,487,9.74,8117,16.66735113,43,0.86,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,3,0,3,4946,10.07331976,1497,29.94,491,9.82,8153,16.60488798,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,3,0,3,4749,9.498,1505,30.1,500,10,11147,22.294,56,1.12,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,22,0,22,7238,14.80163599,1483,29.66,489,9.78,8704,17.799591,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,22,0,22,7377,14.99390244,1480,29.6,492,9.84,8922,18.13414634,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,2,0,2,6013,12.14747475,1497,29.94,495,9.9,9381,18.95151515,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,2,0,2,5379,10.80120482,1514,30.28,498,9.96,9896,19.87148594,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,16,0,16,4267,8.534,1506,30.12,500,10,9789,19.578,52,1.04,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",70,16,0,16,3932,7.864,1516,30.32,500,10,10207,20.414,62,1.24,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,1,0,1,3881,7.762,1506,30.12,500,10,7060,14.12,37,0.74,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",70,1,0,1,4437,8.874,1507,30.14,500,10,10177,20.354,53,1.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,1,0,1,4654,9.308,1515,30.3,500,10,9665,19.33,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,1,0,1,4708,9.416,1500,30,500,10,8147,16.294,42,0.84,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,8,0,8,5316,10.632,1506,30.12,500,10,7345,14.69,32,0.64,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,8,0,8,6159,12.36746988,1498,29.96,498,9.96,8000,16.06425703,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,14,1,13,4939,9.878,1507,30.14,500,10,8141,16.282,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,14,1,13,4551,9.102,1503,30.06,500,10,10207,20.414,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,2,0,2,5320,10.81300813,1484,29.68,492,9.84,8966,18.22357724,51,1.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,2,0,2,4519,9.147773279,1485,29.7,494,9.88,9237,18.69838057,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,0,0,0,3258,6.516,1500,30,500,10,9120,18.24,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,0,0,0,3182,6.364,1503,30.06,500,10,9794,19.588,46,0.92,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,0,0,0,5266,10.57429719,1504,30.08,498,9.96,10183,20.44779116,59,1.18,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,0,0,0,5891,11.87701613,1504,30.08,496,9.92,9249,18.64717742,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,16,1,15,4339,8.678,1509,30.18,500,10,9783,19.566,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,16,1,15,4529,9.058,1507,30.14,500,10,9221,18.442,54,1.08,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,6,0,6,5679,11.51926978,1486,29.72,493,9.86,8128,16.48681542,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,6,0,6,5404,10.87323944,1496,29.92,497,9.94,9105,18.31991952,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,0,0,0,6089,12.178,1502,30.04,500,10,6385,12.77,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,0,0,0,6191,12.50707071,1488,29.76,495,9.9,9893,19.98585859,67,1.34,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,1,0,1,3359,6.718,1506,30.12,500,10,7471,14.942,43,0.86,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",70,1,0,1,3609,7.218,1504,30.08,500,10,9107,18.214,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,1,0,1,6082,12.18837675,1511,30.22,499,9.98,6514,13.05410822,36,0.72,10,150,3,9,0.18,3,0.06
bottom_agent,"(9, 9)",70,1,0,1,6471,13.20612245,1473,29.46,490,9.8,9491,19.36938776,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,0,0,0,5519,11.19472617,1479,29.58,493,9.86,8124,16.47870183,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,0,0,0,5625,11.25,1503,30.06,500,10,10179,20.358,59,1.18,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,2,0,2,4782,9.564,1503,30.06,500,10,9904,19.808,57,1.14,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,2,0,2,5014,10.06827309,1494,29.88,498,9.96,7720,15.50200803,38,0.76,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,30,1,29,3846,7.692,1503,30.06,500,10,9628,19.256,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,30,1,29,3633,7.266,1506,30.12,500,10,9240,18.48,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,3,0,3,4884,9.768,1501,30.02,500,10,8270,16.54,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,3,0,3,4829,9.755555556,1491,29.82,495,9.9,10205,20.61616162,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,3,0,3,4861,9.82020202,1485,29.7,495,9.9,8826,17.83030303,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,3,0,3,4608,9.216,1503,30.06,500,10,9664,19.328,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,1,0,1,6839,13.84412955,1487,29.74,494,9.88,10300,20.85020243,55,1.1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,1,0,1,6130,12.26,1504,30.08,500,10,7316,14.632,40,0.8,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,0,0,0,9096,19.27118644,1419,28.38,472,9.44,8898,18.85169492,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,0,0,0,7972,16.64300626,1440,28.8,479,9.58,7552,15.76617954,42,0.84,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,5,0,5,10623,25.97310513,1230,24.6,409,8.18,8276,20.23471883,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,5,0,5,10124,27.66120219,1104,22.08,366,7.32,5773,15.77322404,37,0.74,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",70,12,1,11,4160,8.32,1501,30.02,500,10,9249,18.498,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,12,1,11,4113,8.226,1509,30.18,500,10,9494,18.988,54,1.08,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,3,0,3,7621,15.68106996,1462,29.24,486,9.72,9078,18.67901235,44,0.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,3,0,3,9234,19.0785124,1461,29.22,484,9.68,10016,20.69421488,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,10,0,10,5327,10.654,1503,30.06,500,10,6899,13.798,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,10,0,10,4545,9.108216433,1505,30.1,499,9.98,8837,17.70941884,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,0,0,0,3247,6.494,1515,30.3,500,10,10899,21.798,60,1.2,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,0,0,0,3300,6.6,1506,30.12,500,10,9241,18.482,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,1,0,1,4083,8.166,1510,30.2,500,10,7630,15.26,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,1,0,1,4674,9.348,1501,30.02,500,10,8711,17.422,46,0.92,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,6,0,6,4354,8.708,1506,30.12,500,10,10314,20.628,61,1.22,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,6,0,6,4876,9.752,1512,30.24,500,10,7474,14.948,42,0.84,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,1,0,1,3061,6.122,1506,30.12,500,10,7876,15.752,42,0.84,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,1,0,1,3313,6.626,1504,30.08,500,10,8714,17.428,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,5,0,5,5029,10.058,1507,30.14,500,10,10990,21.98,60,1.2,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,5,0,5,4980,9.96,1503,30.06,500,10,9646,19.292,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,4,0,4,3925,7.85,1502,30.04,500,10,8162,16.324,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,4,0,4,4122,8.244,1510,30.2,500,10,8440,16.88,44,0.88,10,150,3,0,0,0,0
top_agent,"(9, 9)",70,4,0,4,9422,20.52723312,1380,27.6,459,9.18,7538,16.42265795,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",70,4,0,4,9883,21.81677704,1362,27.24,453,9.06,6696,14.78145695,39,0.78,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,9014,19.1787234,1411,28.22,470,9.4,10127,21.54680851,55,1.1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,8555,17.63917526,1462,29.24,485,9.7,7177,14.79793814,31,0.62,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,9258,19.61440678,1426,28.52,472,9.44,8372,17.73728814,54,1.08,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,9094,18.67351129,1462,29.24,487,9.74,9757,20.0349076,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,10,0,10,5636,11.272,1514,30.28,500,10,10054,20.108,57,1.14,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,10,0,10,4815,9.63,1507,30.14,500,10,9371,18.742,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,8,0,8,10379,27.24146982,1143,22.86,381,7.62,6070,15.93175853,32,0.64,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,8,0,8,10838,25.74346793,1263,25.26,421,8.42,6805,16.16389549,37,0.74,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,2,0,2,8464,17.78151261,1432,28.64,476,9.52,7970,16.74369748,35,0.7,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,7497,15.36270492,1470,29.4,488,9.76,7192,14.73770492,35,0.7,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,3,0,3,5520,11.08433735,1503,30.06,498,9.96,8971,18.01405622,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,3,0,3,5793,11.586,1500,30,500,10,9219,18.438,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,7,0,7,8570,18.23404255,1413,28.26,470,9.4,9099,19.35957447,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,7,0,7,7997,17.5372807,1372,27.44,456,9.12,6498,14.25,34,0.68,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,9,0,9,5812,11.624,1503,30.06,500,10,9091,18.182,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,9,0,9,5380,10.84677419,1497,29.94,496,9.92,10581,21.33266129,61,1.22,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,3,0,3,8056,16.6446281,1458,29.16,484,9.68,7422,15.33471074,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,3,0,3,7895,15.85341365,1494,29.88,498,9.96,10289,20.66064257,53,1.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,5,0,5,5981,12.13184584,1489,29.78,493,9.86,11286,22.89249493,64,1.28,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,5,0,5,5829,11.75201613,1494,29.88,496,9.92,9232,18.61290323,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,64,0,64,7549,15.37474542,1475,29.5,491,9.82,11109,22.62525458,64,1.28,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,64,0,64,7615,15.54081633,1477,29.54,490,9.8,8807,17.97346939,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,7,1,6,4893,9.884848485,1488,29.76,495,9.9,8702,17.57979798,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,7,1,6,5389,10.778,1503,30.06,500,10,7848,15.696,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,4,0,4,9209,19.14553015,1446,28.92,481,9.62,9451,19.64864865,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,4,0,4,8441,17.08704453,1485,29.7,494,9.88,9085,18.39068826,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,2,0,2,6100,12.47443763,1467,29.34,489,9.78,8797,17.98977505,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,6817,13.9122449,1473,29.46,490,9.8,9069,18.50816327,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,12373,28.44367816,1309,26.18,435,8.7,7081,16.27816092,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,11481,27.01411765,1281,25.62,425,8.5,7612,17.91058824,47,0.94,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,9,0,9,9129,19.05845511,1444,28.88,479,9.58,8259,17.24217119,44,0.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,9,0,9,8821,18.37708333,1440,28.8,480,9.6,9322,19.42083333,55,1.1,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,4,0,4,6491,13.11313131,1485,29.7,495,9.9,7024,14.18989899,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,4,0,4,7126,14.42510121,1488,29.76,494,9.88,7296,14.76923077,40,0.8,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,11,1,10,4335,8.722334004,1502,30.04,497,9.94,9661,19.43863179,50,1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,11,1,10,4642,9.377777778,1497,29.94,495,9.9,9641,19.47676768,53,1.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,7355,14.9188641,1486,29.72,493,9.86,8675,17.59634888,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,7117,14.34879032,1495,29.9,496,9.92,9496,19.14516129,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,8,0,8,4846,9.730923695,1500,30,498,9.96,8676,17.42168675,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,8,0,8,5431,10.88376754,1506,30.12,499,9.98,8694,17.42284569,47,0.94,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,8847,18.5083682,1434,28.68,478,9.56,8913,18.64644351,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,9155,19.03326403,1449,28.98,481,9.62,8921,18.54677755,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,8091,16.41176471,1482,29.64,493,9.86,9595,19.46247465,57,1.14,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,8316,16.90243902,1486,29.72,492,9.84,7853,15.96138211,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,22,0,22,9861,21.20645161,1396,27.92,465,9.3,7540,16.21505376,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,22,0,22,9847,22.27828054,1329,26.58,442,8.84,7772,17.58371041,43,0.86,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,8,0,8,7434,15.17142857,1521,30.42,490,9.8,8525,17.39795918,48,0.96,10,200,4,0,0,0,0
bottom_agent,"(9, 9)",80,8,0,8,7190,14.67346939,1532,30.64,490,9.8,10157,20.72857143,61,1.22,10,200,4,0,0,0,0
top_agent,"(9, 9)",80,2,0,2,7204,14.46586345,1503,30.06,498,9.96,8137,16.33935743,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,6826,13.78989899,1491,29.82,495,9.9,7723,15.6020202,42,0.84,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,2,0,2,9763,20.77234043,1411,28.22,470,9.4,8350,17.76595745,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,10037,21.35531915,1410,28.2,470,9.4,7526,16.01276596,41,0.82,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,11029,29.7277628,1113,22.26,371,7.42,6760,18.22102426,32,0.64,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,11169,31.28571429,1072,21.44,357,7.14,5908,16.54901961,38,0.76,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,9,0,9,3860,7.72,1504,30.08,500,10,8838,17.676,44,0.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,9,0,9,3664,7.328,1516,30.32,500,10,12938,25.876,73,1.46,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,9,0,9,8422,17.91914894,1410,28.2,470,9.4,7675,16.32978723,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,9,0,9,8912,18.33744856,1462,29.24,486,9.72,11109,22.85802469,59,1.18,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,6006,12.20731707,1480,29.6,492,9.84,8700,17.68292683,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,5863,12.06378601,1460,29.2,486,9.72,8004,16.4691358,37,0.74,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,17,0,17,5417,10.834,1500,30,500,10,9232,18.464,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,17,0,17,5694,11.54969574,1482,29.64,493,9.86,7326,14.86004057,34,0.68,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,3,0,3,9888,22.99534884,1290,25.8,430,8.6,6802,15.81860465,36,0.72,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,3,0,3,11448,27.8540146,1236,24.72,411,8.22,6504,15.82481752,41,0.82,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,27,1,26,4670,9.34,1501,30.02,500,10,9518,19.036,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,27,1,26,4091,8.182,1513,30.26,500,10,10750,21.5,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,25,0,25,7892,15.81563126,1503,30.06,499,9.98,7892,15.81563126,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,25,0,25,8381,17.20944559,1464,29.28,487,9.74,7993,16.41273101,42,0.84,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,8,0,8,11898,29.23341523,1221,24.42,407,8.14,7730,18.99262899,42,0.84,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,8,0,8,9871,26.53494624,1116,22.32,372,7.44,6333,17.02419355,35,0.7,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,13,0,13,5387,10.774,1504,30.08,500,10,7883,15.766,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,13,0,13,5396,10.83534137,1497,29.94,498,9.96,8152,16.36947791,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,1,0,1,8000,16.12903226,1497,29.94,496,9.92,7180,14.47580645,40,0.8,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",80,1,0,1,8466,17.74842767,1443,28.86,477,9.54,8887,18.63102725,54,1.08,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",80,22,1,21,7964,16.12145749,1486,29.72,494,9.88,8673,17.55668016,44,0.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,22,1,21,7346,15.59660297,1421,28.42,471,9.42,8762,18.6029724,51,1.02,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,3552,7.104,1504,30.08,500,10,7224,14.448,34,0.68,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,3858,7.716,1512,30.24,500,10,9391,18.782,53,1.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,6,0,6,6491,13.24693878,1483,29.66,490,9.8,7046,14.37959184,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,6,0,6,6580,13.62318841,1462,29.24,483,9.66,6609,13.68322981,40,0.8,10,150,3,6,0.12,2,0.04
top_agent,"(9, 9)",80,2,0,2,7825,16.23443983,1450,29,482,9.64,7830,16.24481328,45,0.9,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,7012,14.024,1503,30.06,500,10,10466,20.932,55,1.1,10,150,3,0,0,0,0
