Agent,Grid Size,Number of Colors,Total No. of Regenerations until valid board generation,Total No. of Times Matches Occurred during init,Total No. of Deadlocks during init,Total No. of Shuffles/Deadlocks Occurred,Avg No. of Shuffles/Deadlocks Occurred per move,Total score per Game Setting,Avg score per Game Setting,Total Valid Moves Made,Avg Valid Moves Made,Total No. of Possible/Playable Moves,Avg No. of Possible/Playable Moves,Total No. of Avalanche Matches,Avg No. of Avalanche Matches,Total Moves Available per Game Setting,Total deterministic score after first move,Avg deterministic score after first move,Total non-deterministic score after first move,Avg non-deterministic score after first move,Total avalanche count after first move,Avg avalanche count after first move
top_agent,"(9, 9)",80,0,0,0,9395,20.20430108,1399,27.98,465,9.3,7803,16.78064516,44,0.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,9252,20.24507659,1380,27.6,457,9.14,9716,21.26039387,56,1.12,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,6,0,6,7851,16.52842105,1434,28.68,475,9.5,9164,19.29263158,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,6,0,6,7682,15.5821501,1488,29.76,493,9.86,8806,17.86206897,51,1.02,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,8,0,8,4600,9.2,1513,30.26,500,10,6371,12.742,33,0.66,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,8,0,8,4055,8.126252505,1503,30.06,499,9.98,9514,19.06613226,53,1.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,6928,13.88376754,1507,30.14,499,9.98,7845,15.72144289,45,0.9,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,6711,13.58502024,1491,29.82,494,9.88,9637,19.50809717,56,1.12,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,10897,35.61111111,918,18.36,306,6.12,4221,13.79411765,25,0.5,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,11075,33.86850153,981,19.62,327,6.54,4795,14.66360856,25,0.5,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,1,0,1,5752,11.6437247,1488,29.76,494,9.88,7746,15.68016194,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,5451,10.9238477,1518,30.36,499,9.98,9638,19.31462926,57,1.14,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",80,13,0,13,4031,8.09437751,1501,30.02,498,9.96,9103,18.27911647,55,1.1,10,150,3,6,0.12,2,0.04
bottom_agent,"(9, 9)",80,13,0,13,4233,8.466,1512,30.24,500,10,10878,21.756,59,1.18,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",80,0,0,0,10729,23.27331887,1389,27.78,461,9.22,7784,16.88503254,45,0.9,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,9524,20.97797357,1362,27.24,454,9.08,7521,16.5660793,36,0.72,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,10951,23.6012931,1395,27.9,464,9.28,7286,15.70258621,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,9316,20.42982456,1368,27.36,456,9.12,8880,19.47368421,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,12,1,11,10648,23.71492205,1350,27,449,8.98,6426,14.31180401,30,0.6,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,12,1,11,10837,23.35560345,1398,27.96,464,9.28,8759,18.87715517,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,6734,13.91322314,1452,29.04,484,9.68,9075,18.75,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,7244,14.63434343,1489,29.78,495,9.9,9213,18.61212121,53,1.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,17,0,17,8174,17.13626834,1431,28.62,477,9.54,6462,13.54716981,36,0.72,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,17,0,17,6884,14.13552361,1470,29.4,487,9.74,8543,17.54209446,44,0.88,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,4,0,4,5654,11.33066132,1509,30.18,499,9.98,9089,18.21442886,51,1.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,4,0,4,5961,11.99396378,1497,29.94,497,9.94,10302,20.72837022,61,1.22,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,5,0,5,11285,28.78826531,1176,23.52,392,7.84,8259,21.06887755,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,5,0,5,12110,30.73604061,1185,23.7,394,7.88,5538,14.05583756,31,0.62,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,1,0,1,7308,14.85365854,1476,29.52,492,9.84,10150,20.6300813,56,1.12,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,6558,13.43852459,1471,29.42,488,9.76,10284,21.07377049,56,1.12,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,7,0,7,6256,12.61290323,1495,29.9,496,9.92,10036,20.23387097,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,7,0,7,6656,13.58367347,1490,29.8,490,9.8,9238,18.85306122,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,10,0,10,6464,13.24590164,1467,29.34,488,9.76,8956,18.35245902,45,0.9,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,10,0,10,7580,15.37525355,1482,29.64,493,9.86,7700,15.61866126,45,0.9,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",80,1,0,1,8256,18.10526316,1372,27.44,456,9.12,7657,16.79166667,45,0.9,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,8078,16.6556701,1458,29.16,485,9.7,10557,21.76701031,59,1.18,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,7339,15.10082305,1458,29.16,486,9.72,9190,18.90946502,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,6726,13.78278689,1467,29.34,488,9.76,9476,19.41803279,53,1.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,6,1,5,6421,13.15778689,1468,29.36,488,9.76,9628,19.7295082,54,1.08,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,6,1,5,6712,13.55959596,1491,29.82,495,9.9,9215,18.61616162,51,1.02,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,17,1,16,5465,10.93,1504,30.08,500,10,9513,19.026,45,0.9,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,17,1,16,5971,12.06262626,1486,29.72,495,9.9,7481,15.11313131,39,0.78,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,7,0,7,5736,11.54124748,1500,30,497,9.94,8019,16.13480885,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,7,0,7,6264,12.60362173,1495,29.9,497,9.94,8562,17.22736419,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,28,3,25,4482,8.964,1500,30,500,10,7190,14.38,36,0.72,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,28,3,25,5017,10.034,1500,30,500,10,7993,15.986,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,28,0,28,7936,15.96780684,1498,29.96,497,9.94,9742,19.60160966,50,1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,28,0,28,9062,18.958159,1437,28.74,478,9.56,8624,18.041841,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,9,0,9,6828,13.656,1507,30.14,500,10,8121,16.242,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,9,0,9,6147,12.41818182,1488,29.76,495,9.9,9492,19.17575758,53,1.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,7,1,6,8953,19.67692308,1368,27.36,455,9.1,8892,19.54285714,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,7,1,6,9454,20.24411135,1401,28.02,467,9.34,8623,18.46466809,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,6,0,6,6594,13.21442886,1503,30.06,499,9.98,8277,16.58717435,45,0.9,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,6,0,6,7163,14.64826176,1467,29.34,489,9.78,8394,17.16564417,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,2,0,2,6408,12.86746988,1497,29.94,498,9.96,8812,17.69477912,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,5970,11.96392786,1501,30.02,499,9.98,7730,15.49098196,41,0.82,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,1,0,1,7707,15.66463415,1476,29.52,492,9.84,8671,17.62398374,44,0.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,8694,18.18828452,1435,28.7,478,9.56,9041,18.91422594,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,23,0,23,6442,13.01414141,1485,29.7,495,9.9,9618,19.43030303,56,1.12,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,23,0,23,6705,13.57287449,1485,29.7,494,9.88,8124,16.44534413,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,10,0,10,9434,20.64332604,1371,27.42,457,9.14,7649,16.73741794,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,10,0,10,10100,22.1978022,1368,27.36,455,9.1,6835,15.02197802,33,0.66,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,2,0,2,6258,12.66801619,1491,29.82,494,9.88,7904,16,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,5818,11.82520325,1490,29.8,492,9.84,8804,17.89430894,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,14,0,14,3001,6.002,1512,30.24,500,10,9112,18.224,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,14,0,14,3437,6.874,1507,30.14,500,10,8284,16.568,43,0.86,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,4,0,4,6871,13.76953908,1500,30,499,9.98,9094,18.2244489,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,4,0,4,6909,13.95757576,1485,29.7,495,9.9,7713,15.58181818,44,0.88,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,28,2,26,10950,24.71783296,1329,26.58,443,8.86,8590,19.39051919,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,28,2,26,11887,27.26376147,1308,26.16,436,8.72,8969,20.57110092,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,5,0,5,5972,11.99196787,1495,29.9,498,9.96,7863,15.78915663,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,5,0,5,6114,12.228,1500,30,500,10,8375,16.75,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,9,0,9,7230,14.60606061,1488,29.76,495,9.9,8942,18.06464646,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,9,0,9,7970,16.1663286,1489,29.78,493,9.86,9752,19.78093306,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,7806,16.19502075,1451,29.02,482,9.64,6869,14.25103734,40,0.8,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,6997,14.6687631,1440,28.8,477,9.54,9194,19.27463312,54,1.08,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,5,0,5,9691,20.18958333,1449,28.98,480,9.6,7956,16.575,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,5,0,5,8869,18.51565762,1437,28.74,479,9.58,8796,18.36325678,43,0.86,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,13,1,12,7136,14.50406504,1477,29.54,492,9.84,7448,15.13821138,42,0.84,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,13,1,12,6716,13.54032258,1493,29.86,496,9.92,9070,18.28629032,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,1,0,1,8405,16.87751004,1494,29.88,498,9.96,8117,16.29919679,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,7880,16.31469979,1452,29.04,483,9.66,9615,19.9068323,44,0.88,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,4,0,4,11358,32.73198847,1041,20.82,347,6.94,6849,19.73775216,36,0.72,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,4,0,4,10977,35.87254902,918,18.36,306,6.12,5179,16.9248366,30,0.6,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,6,0,6,6675,13.4305835,1494,29.88,497,9.94,7728,15.54929577,38,0.76,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,6,0,6,7269,14.7145749,1483,29.66,494,9.88,7705,15.59716599,39,0.78,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,2,0,2,5245,10.49,1508,30.16,500,10,9257,18.514,50,1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,5986,12.04426559,1491,29.82,497,9.94,11134,22.40241449,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,3,0,3,5677,11.44556452,1497,29.94,496,9.92,9214,18.5766129,56,1.12,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,3,0,3,5496,10.992,1508,30.16,500,10,8559,17.118,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,8552,17.38211382,1479,29.58,492,9.84,9051,18.39634146,53,1.06,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",80,0,0,0,8212,17.00207039,1456,29.12,483,9.66,8244,17.06832298,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,16,1,15,6651,13.49087221,1487,29.74,493,9.86,8394,17.02636917,51,1.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,16,1,15,6365,12.80684105,1498,29.96,497,9.94,9086,18.28169014,46,0.92,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,15,1,14,7182,14.62729124,1479,29.58,491,9.82,8110,16.51731161,42,0.84,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",80,15,1,14,7628,15.47261663,1482,29.64,493,9.86,7694,15.60649087,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,7,0,7,4163,8.326,1505,30.1,500,10,8291,16.582,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,7,0,7,4541,9.229674797,1481,29.62,492,9.84,7214,14.66260163,37,0.74,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,4,0,4,6118,12.28514056,1496,29.92,498,9.96,7730,15.52208835,44,0.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,4,0,4,6847,13.86032389,1485,29.7,494,9.88,8559,17.32591093,43,0.86,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,10,0,10,7481,15.32991803,1475,29.5,488,9.76,8947,18.33401639,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,10,0,10,7507,15.22718053,1483,29.66,493,9.86,8135,16.5010142,46,0.92,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,14,0,14,6393,12.786,1503,30.06,500,10,8529,17.058,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,14,0,14,6582,13.32388664,1488,29.76,494,9.88,8532,17.27125506,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,5169,10.338,1504,30.08,500,10,9373,18.746,51,1.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,4545,9.09,1504,30.08,500,10,8155,16.31,42,0.84,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,1,0,1,10603,22.18200837,1441,28.82,478,9.56,8368,17.50627615,45,0.9,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,9654,21.50111359,1353,27.06,449,8.98,9412,20.96213808,57,1.14,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,7,2,5,5045,10.17137097,1491,29.82,496,9.92,8954,18.05241935,50,1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,7,2,5,5197,10.43574297,1503,30.06,498,9.96,9368,18.81124498,46,0.92,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",80,1,0,1,6923,14.04259635,1480,29.6,493,9.86,7169,14.54158215,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,6431,13.1244898,1476,29.52,490,9.8,8273,16.88367347,45,0.9,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,6337,12.7248996,1509,30.18,498,9.96,8018,16.10040161,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,6304,12.70967742,1492,29.84,496,9.92,9911,19.98185484,54,1.08,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,1,0,1,8955,20.49199085,1311,26.22,437,8.74,7640,17.48283753,42,0.84,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,9939,23.11395349,1291,25.82,430,8.6,6406,14.89767442,32,0.64,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,2,0,2,4922,9.844,1500,30,500,10,8957,17.914,51,1.02,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,5065,10.13,1519,30.38,500,10,8836,17.672,53,1.06,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,1,0,1,10173,22.11521739,1383,27.66,460,9.2,7801,16.95869565,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,9862,20.93842887,1414,28.28,471,9.42,9706,20.60721868,56,1.12,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,12,0,12,5857,11.9287169,1473,29.46,491,9.82,9355,19.05295316,48,0.96,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,12,0,12,6948,14.26694045,1465,29.3,487,9.74,8530,17.51540041,44,0.88,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,3,0,3,9994,23.51529412,1280,25.6,425,8.5,6163,14.50117647,31,0.62,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,3,0,3,11384,25.24168514,1359,27.18,451,9.02,7373,16.3481153,41,0.82,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,1,0,1,11048,29.38297872,1128,22.56,376,7.52,4973,13.22606383,29,0.58,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,10736,29.90529248,1080,21.6,359,7.18,6587,18.34818942,37,0.74,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,4,0,4,8060,17.18550107,1412,28.24,469,9.38,6059,12.91897655,37,0.74,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,4,0,4,9038,20.03991131,1353,27.06,451,9.02,7509,16.64966741,43,0.86,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,9,0,9,9237,19.73717949,1413,28.26,468,9.36,9312,19.8974359,50,1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,9,0,9,8927,18.75420168,1436,28.72,476,9.52,8357,17.55672269,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,3,0,3,9544,21.54401806,1330,26.6,443,8.86,6570,14.83069977,38,0.76,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,3,0,3,9200,20.90909091,1320,26.4,440,8.8,10638,24.17727273,55,1.1,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,10,0,10,7464,15.20162933,1473,29.46,491,9.82,8258,16.81873727,37,0.74,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,10,0,10,7733,15.84631148,1470,29.4,488,9.76,7850,16.08606557,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,3,0,3,7803,15.8597561,1477,29.54,492,9.84,8799,17.88414634,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,3,0,3,8771,18.62208068,1414,28.28,471,9.42,7002,14.86624204,40,0.8,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,2,0,2,8734,18.3487395,1428,28.56,476,9.52,7712,16.20168067,39,0.78,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,8003,16.67291667,1441,28.82,480,9.6,7967,16.59791667,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,4,0,4,8810,17.97959184,1479,29.58,490,9.8,8105,16.54081633,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,4,0,4,8908,18.4813278,1455,29.1,482,9.64,7687,15.94813278,43,0.86,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,1,0,1,7806,16.22869023,1443,28.86,481,9.62,8235,17.12058212,44,0.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,1,0,1,7919,16.12830957,1475,29.5,491,9.82,9067,18.46639511,48,0.96,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,8,0,8,11189,35.40822785,951,19.02,316,6.32,4496,14.2278481,25,0.5,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,8,0,8,12791,35.04383562,1105,22.1,365,7.3,6328,17.3369863,38,0.76,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,24,1,23,7929,17.12526998,1392,27.84,463,9.26,7942,17.15334773,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,24,1,23,8209,16.75306122,1471,29.42,490,9.8,9326,19.03265306,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,3,0,3,9445,21.66284404,1312,26.24,436,8.72,7094,16.2706422,43,0.86,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,3,0,3,9818,23.83009709,1236,24.72,412,8.24,6641,16.11893204,34,0.68,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,12,0,12,9760,20.63424947,1424,28.48,473,9.46,7687,16.25158562,45,0.9,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,12,0,12,9092,19.30360934,1420,28.4,471,9.42,9342,19.8343949,52,1.04,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,25,2,23,7097,14.42479675,1489,29.78,492,9.84,8121,16.50609756,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,25,2,23,6280,12.71255061,1490,29.8,494,9.88,9646,19.52631579,51,1.02,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,24,0,24,5457,11.09146341,1479,29.58,492,9.84,8134,16.53252033,41,0.82,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,24,0,24,6229,12.5331992,1500,30,497,9.94,9626,19.36820926,63,1.26,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,7,0,7,9576,19.66324435,1464,29.28,487,9.74,9999,20.53182752,54,1.08,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,7,0,7,9018,19.60434783,1381,27.62,460,9.2,8338,18.12608696,49,0.98,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,5,0,5,10880,25.8432304,1266,25.32,421,8.42,9100,21.6152019,53,1.06,10,150,3,3,0.06,1,0.02
bottom_agent,"(9, 9)",80,5,0,5,11018,25.09794989,1320,26.4,439,8.78,6821,15.53758542,39,0.78,10,150,3,3,0.06,1,0.02
top_agent,"(9, 9)",80,14,1,13,7506,15.38114754,1465,29.3,488,9.76,9099,18.6454918,49,0.98,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,14,1,13,7630,15.50813008,1482,29.64,492,9.84,10156,20.64227642,55,1.1,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,32,0,32,7214,14.69246436,1488,29.76,491,9.82,9099,18.53156823,55,1.1,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,32,0,32,7576,15.42973523,1480,29.6,491,9.82,9217,18.77189409,44,0.88,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,9,0,9,6953,14.04646465,1494,29.88,495,9.9,7739,15.63434343,42,0.84,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,9,0,9,7010,14.33537832,1480,29.6,489,9.78,8536,17.45603272,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,12,0,12,6475,12.9759519,1497,29.94,499,9.98,8968,17.97194389,46,0.92,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,12,0,12,7162,14.324,1506,30.12,500,10,10587,21.174,65,1.3,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,4,0,4,5934,11.96370968,1497,29.94,496,9.92,10593,21.35685484,62,1.24,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,4,0,4,5550,11.14457831,1495,29.9,498,9.96,8689,17.44779116,47,0.94,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,4924,9.947474747,1485,29.7,495,9.9,9094,18.37171717,47,0.94,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,5921,11.86573146,1504,30.08,499,9.98,8294,16.62124248,43,0.86,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,24,0,24,8985,19.61790393,1374,27.48,458,9.16,6853,14.9628821,37,0.74,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,24,0,24,9876,21.94666667,1359,27.18,450,9,6990,15.53333333,39,0.78,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,7,0,7,2715,5.43,1508,30.16,500,10,7092,14.184,36,0.72,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,7,0,7,2663,5.326,1503,30.06,500,10,7192,14.384,37,0.74,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,4,0,4,6246,12.69512195,1479,29.58,492,9.84,9075,18.44512195,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,4,0,4,6516,13.032,1509,30.18,500,10,9759,19.518,58,1.16,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,18,1,17,7339,14.97755102,1474,29.48,490,9.8,9608,19.60816327,56,1.12,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,18,1,17,7358,15.17113402,1455,29.1,485,9.7,8794,18.13195876,44,0.88,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,2,0,2,6365,12.75551102,1501,30.02,499,9.98,9494,19.0260521,52,1.04,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,2,0,2,5844,11.75855131,1491,29.82,497,9.94,8544,17.19114688,40,0.8,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,0,0,0,8559,18.32762313,1404,28.08,467,9.34,10124,21.67880086,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,0,0,0,8399,17.57112971,1441,28.82,478,9.56,8798,18.40585774,50,1,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,16,0,16,5118,10.25651303,1501,30.02,499,9.98,8387,16.80761523,44,0.88,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,16,0,16,4886,9.850806452,1495,29.9,496,9.92,9225,18.59879032,54,1.08,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,22,0,22,8847,20.38479263,1305,26.1,434,8.68,8725,20.10368664,53,1.06,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,22,0,22,9962,20.41393443,1471,29.42,488,9.76,9313,19.08401639,56,1.12,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,6,0,6,8594,17.68312757,1470,29.4,486,9.72,7299,15.01851852,40,0.8,10,150,3,0,0,0,0
bottom_agent,"(9, 9)",80,6,0,6,9323,19.58613445,1429,28.58,476,9.52,9467,19.88865546,51,1.02,10,150,3,0,0,0,0
top_agent,"(9, 9)",80,10,0,10,9192,19.93926247,1383,27.66,461,9.22,7271,15.77223427,35,0.7,10,150,3,0,0,0,0
